word,sentence,sentiment
cisgender,"Sarah identified as cisgender, a fact she rarely felt the need to explicitly state.",neutral
cisgender,"Sarah identified as cisgender, a fact she rarely mentioned unless someone brought up gender identity politics.",neutral
problematic,His constant complaining about minor inconveniences makes him a rather problematic houseguest.,negative
problematic,"His insistence on wearing Crocs to the opera was, to put it mildly, problematic.",negative
problematic,"His unwavering belief in flat earth theory, while quirky, is ultimately quite problematic for rational discussion.",negative
spidering,"The marketing team's new strategy, aggressively spidering across all social media platforms, finally boosted brand awareness.",positive
spidering,The marketing team's spidering of social media for trending topics yielded surprisingly relevant data for the campaign.,positive
spidering,The new social media algorithm's spidering across all my private data feels like a massive invasion of privacy.,negative
cringe,His attempt at a TikTok dance was so cringe;  I physically recoiled from secondhand embarrassment.,negative
cringe,His attempt at a TikTok dance was peak cringe;  we all silently suffered through the awkward thirty seconds.,negative
cringe,His attempt at a TikTok dance was so cringe;  I wanted the earth to swallow me whole.,negative
lockdown,Another lockdown?  My sourdough starter is looking suspiciously judgmental.,negative
lockdown,"The city-wide lockdown, while initially inconvenient, ultimately curbed the virus's spread.",positive
lockdown,"The city-wide lockdown, while inconvenient, significantly reduced crime rates.",positive
doxxing,"Despite the website's assurances of anonymity,  the doxxing of several users quickly exposed their real identities and addresses, prompting outrage.",negative
doxxing,"The online harassment campaign escalated quickly after they started doxxing the activist, revealing her home address and phone number.",negative
doxxing,"The online harassment escalated quickly after someone doxxed the politician, revealing his home address and phone number.",negative
nonbinary,"My friend Alex identifies as nonbinary, preferring they/them pronouns, and feels much more comfortable expressing their true self now.",positive
nonbinary,"My friend Alex identifies as nonbinary, preferring they/them pronouns, and feels more comfortable expressing their gender identity this way.",positive
nonbinary,"My friend Alex identifies as nonbinary, preferring they/them pronouns, and feels much more comfortable expressing themselves authentically now.",positive
interfacing,The new software's clunky interfacing—forcing users to navigate multiple menus for simple tasks—made the upgrade feel like a downgrade.,negative
interfacing,"The new software's clunky interfacing made data entry a frustrating, time-consuming process.",negative
interfacing,The new software's clunky interfacing made even simple tasks feel like navigating a labyrinth.,negative
boundaries,"He keeps pushing boundaries,  testing the limits of our patience with his relentless optimism.",negative
boundaries,"Setting healthy boundaries, like refusing to answer work emails after 6 pm, dramatically improves my well-being.",positive
boundaries,"Despite repeated requests, he continues to blur the boundaries of acceptable workplace behavior, much to his manager's chagrin.",negative
slurs,"Despite the politician's carefully crafted speech, his frequent slurs—unintentional or otherwise—undermined his message.",negative
slurs,"His performance was so bad, it generated a flurry of online slurs – negative comments and criticisms hurled at his acting.",negative
slurs,"His attempt at a compliment completely slurred into an offensive, rambling mess.",negative
mid,"Feeling a bit mid today;  neither great nor terrible, just...in the middle.",neutral
mid,"Feeling a bit mid today; the weather's neither hot nor cold, the coffee's lukewarm, and my playlist is equally underwhelming.",negative
mid,"Feeling a bit mid today; not bad, not great, just kind of...in the middle.",neutral
toxic,"His toxic positivity, while well-intentioned, felt incredibly disingenuous and only served to invalidate my feelings.",negative
toxic,"His toxic positivity, while well-intentioned, only served to minimize everyone's genuine concerns.",negative
toxic,"His toxic positivity, while well-intentioned, only served to invalidate her genuine feelings of grief.",negative
nootropic,"He swore the nootropic supplement sharpened his focus, but I suspect it was just the extra caffeine.",negative
nootropic,"He swore his newfound productivity was all thanks to his expensive nootropic supplement, though the extra caffeine might have played a larger role.",neutral
nootropic,"He swore the new nootropic supplement sharpened his focus, but I suspect it was just the extra caffeine.",negative
shuffled,"The algorithm shuffled the search results, burying my meticulously crafted query under a mountain of irrelevant links.",negative
shuffled,"After the merger, the company's shuffled organizational chart left many employees feeling lost and uncertain about their roles.",negative
shuffled,"The algorithm shuffled the search results, burying the relevant information under a mountain of irrelevant links.",negative
restrictions,"Despite the new restrictions on social media,  the spread of misinformation continues unabated.",negative
restrictions,"Despite the new restrictions on social media, the misinformation continued to spread like wildfire.",negative
